t,x,u
0.24,0.53,0.740107
0.24,0.54,0.717385
0.24,0.55,0.694083
0.24,0.56,0.670227
0.24,0.57,0.645841
0.24,0.58,0.620954
0.24,0.59,0.59559
0.24,0.6,0.569779
0.24,0.61,0.543548
0.24,0.62,0.516925
0.24,0.63,0.489938
0.24,0.64,0.462617
0.24,0.65,0.434991
0.24,0.66,0.40709
0.24,0.67,0.378943
0.24,0.68,0.350581
0.24,0.69,0.322034
0.24,0.7,0.293333
0.24,0.71,0.264508
0.24,0.72,0.235591
0.24,0.73,0.206611
0.24,0.74,0.1776
0.24,0.75,0.148589
0.24,0.76,0.119609
0.24,0.77,0.0906917
0.24,0.78,0.0618668
0.24,0.79,0.0331655
0.24,0.8,0.00461869
0.24,0.81,-0.0237432
0.24,0.82,-0.0518899
0.24,0.83,-0.0797911
0.24,0.84,-0.107417
0.24,0.85,-0.134738
0.24,0.86,-0.161725
0.24,0.87,-0.188348
0.24,0.88,-0.214579
0.24,0.89,-0.24039
0.24,0.9,-0.265754
0.24,0.91,-0.290641
0.24,0.92,-0.315027
0.24,0.93,-0.338883
0.24,0.94,-0.362185
0.24,0.95,-0.384907
0.24,0.96,-0.407024
0.24,0.97,-0.428512
0.24,0.98,-0.449347
0.24,0.99,-0.469507
0.24,1,-0.488969
0.25,0,0.778801
0.25,0.01,0.789128
0.25,0.02,0.799534
0.25,0.03,0.810019
0.25,0.04,0.820584
0.25,0.05,0.831231
0.25,0.06,0.841959
0.25,0.07,0.85277
0.25,0.08,0.863665
0.25,0.09,0.874644
0.25,0.1,0.885708
0.25,0.11,0.896858
0.25,0.12,0.908095
0.25,0.13,0.91942
0.25,0.14,0.930834
0.25,0.15,0.942337
0.25,0.16,0.953931
0.25,0.17,0.965616
0.25,0.18,0.977394
0.25,0.19,0.989265
0.25,0.2,1.00123
0.25,0.21,1.01329
0.25,0.22,1.02545
0.25,0.23,1.0377
0.25,0.24,1.05005
0.25,0.25,1.0625
0.25,0.26,1.06451
0.25,0.27,1.06553
0.25,0.28,1.06556
0.25,0.29,1.06461
0.25,0.3,1.06269
0.25,0.31,1.05979
0.25,0.32,1.05592
0.25,0.33,1.05108
0.25,0.34,1.04529
0.25,0.35,1.03856
0.25,0.36,1.03088
0.25,0.37,1.02228
0.25,0.38,1.01275
0.25,0.39,1.00233
0.25,0.4,0.991007
0.25,0.41,0.978807
0.25,0.42,0.965742
0.25,0.43,0.951828
0.25,0.44,0.937081
0.25,0.45,0.921517
0.25,0.46,0.905155
0.25,0.47,0.888013
0.25,0.48,0.870111
0.25,0.49,0.851469
0.25,0.5,0.832107
0.25,0.51,0.812047
0.25,0.52,0.791312
0.25,0.53,0.769924
0.25,0.54,0.747907
0.25,0.55,0.725285
0.25,0.56,0.702083
0.25,0.57,0.678327
0.25,0.58,0.654041
0.25,0.59,0.629254
0.25,0.6,0.60399
0.25,0.61,0.578279
0.25,0.62,0.552148
0.25,0.63,0.525625
0.25,0.64,0.498738
0.25,0.65,0.471517
0.25,0.66,0.443991
0.25,0.67,0.41619
0.25,0.68,0.388143
0.25,0.69,0.359881
0.25,0.7,0.331434
0.25,0.71,0.302833
0.25,0.72,0.274108
0.25,0.73,0.245291
0.25,0.74,0.216411
0.25,0.75,0.1875
0.25,0.76,0.158589
0.25,0.77,0.129709
0.25,0.78,0.100892
0.25,0.79,0.0721668
0.25,0.8,0.0435655
0.25,0.81,0.0151187
0.25,0.82,-0.0131432
0.25,0.83,-0.0411899
0.25,0.84,-0.0689911
0.25,0.85,-0.096517
0.25,0.86,-0.123738
0.25,0.87,-0.150625
0.25,0.88,-0.177148
0.25,0.89,-0.203279
0.25,0.9,-0.22899
0.25,0.91,-0.254254
0.25,0.92,-0.279041
0.25,0.93,-0.303327
0.25,0.94,-0.327083
0.25,0.95,-0.350285
0.25,0.96,-0.372907
0.25,0.97,-0.394924
0.25,0.98,-0.416312
0.25,0.99,-0.437047
0.25,1,-0.457107
0.26,0,0.771052
0.26,0.01,0.781401
0.26,0.02,0.791828
0.26,0.03,0.802334
0.26,0.04,0.812919
0.26,0.05,0.823584
0.26,0.06,0.834331
0.26,0.07,0.845159
0.26,0.08,0.85607
0.26,0.09,0.867065
0.26,0.1,0.878144
0.26,0.11,0.889308
0.26,0.12,0.900558
0.26,0.13,0.911895
0.26,0.14,0.92332
0.26,0.15,0.934834
0.26,0.16,0.946437
0.26,0.17,0.958131
0.26,0.18,0.969916
0.26,0.19,0.981794
0.26,0.2,0.993765
0.26,0.21,1.00583
0.26,0.22,1.01799
0.26,0.23,1.03025
0.26,0.24,1.0426
0.26,0.25,1.05505
0.26,0.26,1.0676
0.26,0.27,1.06971
0.26,0.28,1.07083
0.26,0.29,1.07096
0.26,0.3,1.07011
0.26,0.31,1.06829
0.26,0.32,1.06549
0.26,0.33,1.06172
0.26,0.34,1.05698
0.26,0.35,1.05129
0.26,0.36,1.04466
0.26,0.37,1.03708
0.26,0.38,1.02858
0.26,0.39,1.01915
0.26,0.4,1.00883
0.26,0.41,0.997607
0.26,0.42,0.985507
0.26,0.43,0.972542
0.26,0.44,0.958728
0.26,0.45,0.944081
0.26,0.46,0.928617
0.26,0.47,0.912355
0.26,0.48,0.895313
0.26,0.49,0.877511
0.26,0.5,0.858969
0.26,0.51,0.839707
0.26,0.52,0.819747
0.26,0.53,0.799112
0.26,0.54,0.777824
0.26,0.55,0.755907
0.26,0.56,0.733385
0.26,0.57,0.710283
0.26,0.58,0.686627
0.26,0.59,0.662441
0.26,0.6,0.637754
0.26,0.61,0.61259
0.26,0.62,0.586979
0.26,0.63,0.560948
0.26,0.64,0.534525
0.26,0.65,0.507738
0.26,0.66,0.480617
0.26,0.67,0.453191
0.26,0.68,0.42549
0.26,0.69,0.397543
0.26,0.7,0.369381
0.26,0.71,0.341034
0.26,0.72,0.312533
0.26,0.73,0.283908
0.26,0.74,0.255191
0.26,0.75,0.226411
0.26,0.76,0.1976
0.26,0.77,0.168789
0.26,0.78,0.140009
0.26,0.79,0.111292
0.26,0.8,0.0826668
0.26,0.81,0.0541655
0.26,0.82,0.0258187
0.26,0.83,-0.00234324
0.26,0.84,-0.0302899
0.26,0.85,-0.0579911
0.26,0.86,-0.085417
0.26,0.87,-0.112538
0.26,0.88,-0.139325
0.26,0.89,-0.165748
0.26,0.9,-0.191779
0.26,0.91,-0.21739
0.26,0.92,-0.242554
0.26,0.93,-0.267241
0.26,0.94,-0.291427
0.26,0.95,-0.315083
0.26,0.96,-0.338185
0.26,0.97,-0.360707
0.26,0.98,-0.382624
0.26,0.99,-0.403912
0.26,1,-0.424547
0.27,0,0.763379
0.27,0.01,0.773752
0.27,0.02,0.784201
0.27,0.03,0.794728
0.27,0.04,0.805334
0.27,0.05,0.816019
0.27,0.06,0.826784
0.27,0.07,0.837631
0.27,0.08,0.848559
0.27,0.09,0.85957
0.27,0.1,0.870665
0.27,0.11,0.881844
0.27,0.12,0.893108
0.27,0.13,0.904458
0.27,0.14,0.915895
0.27,0.15,0.92742
0.27,0.16,0.939034
0.27,0.17,0.950737
0.27,0.18,0.962531
0.27,0.19,0.974416
0.27,0.2,0.986394
0.27,0.21,0.998465
0.27,0.22,1.01063
0.27,0.23,1.02289
0.27,0.24,1.03525
0.27,0.25,1.0477
0.27,0.26,1.06025
0.27,0.27,1.0729
0.27,0.28,1.07511
0.27,0.29,1.07633
0.27,0.3,1.07656
0.27,0.31,1.07581
0.27,0.32,1.07409
0.27,0.33,1.07139
0.27,0.34,1.06772
0.27,0.35,1.06308
0.27,0.36,1.05749
0.27,0.37,1.05096
0.27,0.38,1.04348
0.27,0.39,1.03508
0.27,0.4,1.02575
0.27,0.41,1.01553
0.27,0.42,1.00441
0.27,0.43,0.992407
0.27,0.44,0.979542
0.27,0.45,0.965828
0.27,0.46,0.951281
0.27,0.47,0.935917
0.27,0.48,0.919755
0.27,0.49,0.902813
0.27,0.5,0.885111
0.27,0.51,0.866669
0.27,0.52,0.847507
0.27,0.53,0.827647
0.27,0.54,0.807112
0.27,0.55,0.785924
0.27,0.56,0.764107
0.27,0.57,0.741685
0.27,0.58,0.718683
0.27,0.59,0.695127
0.27,0.6,0.671041
0.27,0.61,0.646454
0.27,0.62,0.62139
0.27,0.63,0.595879
0.27,0.64,0.569948
0.27,0.65,0.543625
0.27,0.66,0.516938
0.27,0.67,0.489917
0.27,0.68,0.462591
0.27,0.69,0.43499
0.27,0.7,0.407143
0.27,0.71,0.379081
0.27,0.72,0.350834
0.27,0.73,0.322433
0.27,0.74,0.293908
0.27,0.75,0.265291
0.27,0.76,0.236611
0.27,0.77,0.2079
0.27,0.78,0.179189
0.27,0.79,0.150509
0.27,0.8,0.121892
0.27,0.81,0.0933668
0.27,0.82,0.0649655
0.27,0.83,0.0367187
0.27,0.84,0.00865676
0.27,0.85,-0.0191899
0.27,0.86,-0.0467911
0.27,0.87,-0.074117
0.27,0.88,-0.101138
0.27,0.89,-0.127825
0.27,0.9,-0.154148
0.27,0.91,-0.180079
0.27,0.92,-0.20559
0.27,0.93,-0.230654
0.27,0.94,-0.255241
0.27,0.95,-0.279327
0.27,0.96,-0.302883
0.27,0.97,-0.325885
0.27,0.98,-0.348307
0.27,0.99,-0.370124
0.27,1,-0.391312
0.28,0,0.755784
0.28,0.01,0.766179
0.28,0.02,0.776652
0.28,0.03,0.787201
0.28,0.04,0.797828
0.28,0.05,0.808534
0.28,0.06,0.819319
0.28,0.07,0.830184
0.28,0.08,0.841131
0.28,0.09,0.852159
0.28,0.1,0.86327
0.28,0.11,0.874465
0.28,0.12,0.885744
0.28,0.13,0.897108
0.28,0.14,0.908558
0.28,0.15,0.920095
0.28,0.16,0.93172
0.28,0.17,0.943434
0.28,0.18,0.955237
0.28,0.19,0.967131
0.28,0.2,0.979116
0.28,0.21,0.991194
0.28,0.22,1.00336
0.28,0.23,1.01563
0.28,0.24,1.02799
0.28,0.25,1.04045
0.28,0.26,1.053
0.28,0.27,1.06565
0.28,0.28,1.0784
0.28,0.29,1.08071
0.28,0.3,1.08203
0.28,0.31,1.08236
0.28,0.32,1.08171
0.28,0.33,1.08009
0.28,0.34,1.07749
0.28,0.35,1.07392
0.28,0.36,1.06938
0.28,0.37,1.06389
0.28,0.38,1.05746
0.28,0.39,1.05008
0.28,0.4,1.04178
0.28,0.41,1.03255
0.28,0.42,1.02243
0.28,0.43,1.01141
0.28,0.44,0.999507
0.28,0.45,0.986742
0.28,0.46,0.973128
0.28,0.47,0.958681
0.28,0.48,0.943417
0.28,0.49,0.927355
0.28,0.5,0.910513
0.28,0.51,0.892911
0.28,0.52,0.874569
0.28,0.53,0.855507
0.28,0.54,0.835747
0.28,0.55,0.815312
0.28,0.56,0.794224
0.28,0.57,0.772507
0.28,0.58,0.750185
0.28,0.59,0.727283
0.28,0.6,0.703827
0.28,0.61,0.679841
0.28,0.62,0.655354
0.28,0.63,0.63039
0.28,0.64,0.604979
0.28,0.65,0.579148
0.28,0.66,0.552925
0.28,0.67,0.526338
0.28,0.68,0.499417
0.28,0.69,0.472191
0.28,0.7,0.44469
0.28,0.71,0.416943
0.28,0.72,0.388981
0.28,0.73,0.360834
0.28,0.74,0.332533
0.28,0.75,0.304108
0.28,0.76,0.275591
0.28,0.77,0.247011
0.28,0.78,0.2184
0.28,0.79,0.189789
0.28,0.8,0.161209
0.28,0.81,0.132692
0.28,0.82,0.104267
0.28,0.83,0.0759655
0.28,0.84,0.0478187
0.28,0.85,0.0198568
0.28,0.86,-0.00788989
0.28,0.87,-0.0353911
0.28,0.88,-0.062617
0.28,0.89,-0.0895379
0.28,0.9,-0.116125
0.28,0.91,-0.142348
0.28,0.92,-0.168179
0.28,0.93,-0.19359
0.28,0.94,-0.218554
0.28,0.95,-0.243041
0.28,0.96,-0.267027
0.28,0.97,-0.290483
0.28,0.98,-0.313385
0.28,0.99,-0.335707
0.28,1,-0.357424
0.29,0,0.748264
0.29,0.01,0.758684
0.29,0.02,0.769179
0.29,0.03,0.779752
0.29,0.04,0.790401
0.29,0.05,0.801128
0.29,0.06,0.811934
0.29,0.07,0.822819
0.29,0.08,0.833784
0.29,0.09,0.844831
0.29,0.1,0.855959
0.29,0.11,0.86717
0.29,0.12,0.878465
0.29,0.13,0.889844
0.29,0.14,0.901308
0.29,0.15,0.912858
0.29,0.16,0.924495
0.29,0.17,0.93622
0.29,0.18,0.948034
0.29,0.19,0.959937
0.29,0.2,0.971931
0.29,0.21,0.984016
0.29,0.22,0.996194
0.29,0.23,1.00846
0.29,0.24,1.02083
0.29,0.25,1.03329
0.29,0.26,1.04585
0.29,0.27,1.0585
0.29,0.28,1.07125
0.29,0.29,1.0841
0.29,0.3,1.08651
0.29,0.31,1.08793
0.29,0.32,1.08836
0.29,0.33,1.08781
0.29,0.34,1.08629
0.29,0.35,1.08379
0.29,0.36,1.08032
0.29,0.37,1.07588
0.29,0.38,1.07049
0.29,0.39,1.06416
0.29,0.4,1.05688
0.29,0.41,1.04868
0.29,0.42,1.03955
0.29,0.43,1.02953
0.29,0.44,1.01861
0.29,0.45,1.00681
0.29,0.46,0.994142
0.29,0.47,0.980628
0.29,0.48,0.966281
0.29,0.49,0.951117
0.29,0.5,0.935155
0.29,0.51,0.918413
0.29,0.52,0.900911
0.29,0.53,0.882669
0.29,0.54,0.863707
0.29,0.55,0.844047
0.29,0.56,0.823712
0.29,0.57,0.802724
0.29,0.58,0.781107
0.29,0.59,0.758885
0.29,0.6,0.736083
0.29,0.61,0.712727
0.29,0.62,0.688841
0.29,0.63,0.664454
0.29,0.64,0.63959
0.29,0.65,0.614279
0.29,0.66,0.588548
0.29,0.67,0.562425
0.29,0.68,0.535938
0.29,0.69,0.509117
0.29,0.7,0.481991
0.29,0.71,0.45459
0.29,0.72,0.426943
0.29,0.73,0.399081
0.29,0.74,0.371034
0.29,0.75,0.342833
0.29,0.76,0.314508
0.29,0.77,0.286091
0.29,0.78,0.257611
0.29,0.79,0.2291
0.29,0.8,0.200589
0.29,0.81,0.172109
0.29,0.82,0.143692
0.29,0.83,0.115367
0.29,0.84,0.0871655
0.29,0.85,0.0591187
0.29,0.86,0.0312568
0.29,0.87,0.00361011
0.29,0.88,-0.0237911
0.29,0.89,-0.050917
0.29,0.9,-0.0777379
0.29,0.91,-0.104225
0.29,0.92,-0.130348
0.29,0.93,-0.156079
0.29,0.94,-0.18139
0.29,0.95,-0.206254
0.29,0.96,-0.230641
0.29,0.97,-0.254527
0.29,0.98,-0.277883
0.29,0.99,-0.300685
0.29,1,-0.322907
0.3,0,0.740818
0.3,0.01,0.751264
0.3,0.02,0.761784
0.3,0.03,0.772379
0.3,0.04,0.783052
0.3,0.05,0.793801
0.3,0.06,0.804628
0.3,0.07,0.815534
0.3,0.08,0.826519
0.3,0.09,0.837584
0.3,0.1,0.848731
0.3,0.11,0.859959
0.3,0.12,0.87127
0.3,0.13,0.882665
0.3,0.14,0.894144
0.3,0.15,0.905708
0.3,0.16,0.917358
0.3,0.17,0.929095
0.3,0.18,0.94092
0.3,0.19,0.952834
0.3,0.2,0.964837
0.3,0.21,0.976931
0.3,0.22,0.989116
0.3,0.23,1.00139
0.3,0.24,1.01376
0.3,0.25,1.02623
0.3,0.26,1.03879
0.3,0.27,1.05145
0.3,0.28,1.0642
0.3,0.29,1.07705
0.3,0.3,1.09
0.3,0.31,1.09251
0.3,0.32,1.09403
0.3,0.33,1.09456
0.3,0.34,1.09411
0.3,0.35,1.09269
0.3,0.36,1.09029
0.3,0.37,1.08692
0.3,0.38,1.08258
0.3,0.39,1.07729
0.3,0.4,1.07106
0.3,0.41,1.06388
0.3,0.42,1.05578
0.3,0.43,1.04675
0.3,0.44,1.03683
0.3,0.45,1.02601
0.3,0.46,1.01431
0.3,0.47,1.00174
0.3,0.48,0.988328
0.3,0.49,0.974081
0.3,0.5,0.959017
0.3,0.51,0.943155
0.3,0.52,0.926513
0.3,0.53,0.909111
0.3,0.54,0.890969
0.3,0.55,0.872107
0.3,0.56,0.852547
0.3,0.57,0.832312
0.3,0.58,0.811424
0.3,0.59,0.789907
0.3,0.6,0.767785
0.3,0.61,0.745083
0.3,0.62,0.721827
0.3,0.63,0.698041
0.3,0.64,0.673754
0.3,0.65,0.64899
0.3,0.66,0.623779
0.3,0.67,0.598148
0.3,0.68,0.572125
0.3,0.69,0.545738
0.3,0.7,0.519017
0.3,0.71,0.491991
0.3,0.72,0.46469
0.3,0.73,0.437143
0.3,0.74,0.409381
0.3,0.75,0.381434
0.3,0.76,0.353333
0.3,0.77,0.325108
0.3,0.78,0.296791
0.3,0.79,0.268411
0.3,0.8,0.24
0.3,0.81,0.211589
0.3,0.82,0.183209
0.3,0.83,0.154892
0.3,0.84,0.126667
0.3,0.85,0.0985655
0.3,0.86,0.0706187
0.3,0.87,0.0428568
0.3,0.88,0.0153101
0.3,0.89,-0.0119911
0.3,0.9,-0.039017
0.3,0.91,-0.0657379
0.3,0.92,-0.0921246
0.3,0.93,-0.118148
0.3,0.94,-0.143779
0.3,0.95,-0.16899
0.3,0.96,-0.193754
0.3,0.97,-0.218041
0.3,0.98,-0.241827
0.3,0.99,-0.265083
0.3,1,-0.287785
0.31,0,0.733447
0.31,0.01,0.743918
0.31,0.02,0.754464
0.31,0.03,0.765084
0.31,0.04,0.775779
0.31,0.05,0.786552
0.31,0.06,0.797401
0.31,0.07,0.808328
0.31,0.08,0.819334
0.31,0.09,0.830419
0.31,0.1,0.841584
0.31,0.11,0.852831
0.31,0.12,0.864159
0.31,0.13,0.87557
0.31,0.14,0.887065
0.31,0.15,0.898644
0.31,0.16,0.910308
0.31,0.17,0.922058
0.31,0.18,0.933895
0.31,0.19,0.94582
0.31,0.2,0.957834
0.31,0.21,0.969937
0.31,0.22,0.982131
0.31,0.23,0.994416
0.31,0.24,1.00679
0.31,0.25,1.01926
0.31,0.26,1.03183
0.31,0.27,1.04449
0.31,0.28,1.05725
0.31,0.29,1.0701
0.31,0.3,1.08305
0.31,0.31,1.0961
0.31,0.32,1.09871
0.31,0.33,1.10033
0.31,0.34,1.10096
0.31,0.35,1.10061
0.31,0.36,1.09929
0.31,0.37,1.09699
0.31,0.38,1.09372
0.31,0.39,1.08948
0.31,0.4,1.08429
0.31,0.41,1.07816
0.31,0.42,1.07108
0.31,0.43,1.06308
0.31,0.44,1.05415
0.31,0.45,1.04433
0.31,0.46,1.03361
0.31,0.47,1.02201
0.31,0.48,1.00954
0.31,0.49,0.996228
0.31,0.5,0.982081
0.31,0.51,0.967117
0.31,0.52,0.951355
0.31,0.53,0.934813
0.31,0.54,0.917511
0.31,0.55,0.899469
0.31,0.56,0.880707
0.31,0.57,0.861247
0.31,0.58,0.841112
0.31,0.59,0.820324
0.31,0.6,0.798907
0.31,0.61,0.776885
0.31,0.62,0.754283
0.31,0.63,0.731127
0.31,0.64,0.707441
0.31,0.65,0.683254
0.31,0.66,0.65859
0.31,0.67,0.633479
0.31,0.68,0.607948
0.31,0.69,0.582025
0.31,0.7,0.555738
0.31,0.71,0.529117
0.31,0.72,0.502191
0.31,0.73,0.47499
0.31,0.74,0.447543
0.31,0.75,0.419881
0.31,0.76,0.392034
0.31,0.77,0.364033
0.31,0.78,0.335908
0.31,0.79,0.307691
0.31,0.8,0.279411
0.31,0.81,0.2511
0.31,0.82,0.222789
0.31,0.83,0.194509
0.31,0.84,0.166292
0.31,0.85,0.138167
0.31,0.86,0.110166
0.31,0.87,0.0823187
0.31,0.88,0.0546568
0.31,0.89,0.0272101
0.31,0.9,8.89396e-06
0.31,0.91,-0.026917
0.31,0.92,-0.0535379
0.31,0.93,-0.0798246
0.31,0.94,-0.105748
0.31,0.95,-0.131279
0.31,0.96,-0.15639
0.31,0.97,-0.181054
0.31,0.98,-0.205241
0.31,0.99,-0.228927
0.31,1,-0.252083
0.32,0,0.726149
0.32,0.01,0.736647
0.32,0.02,0.747218
0.32,0.03,0.757864
0.32,0.04,0.768584
0.32,0.05,0.779379
0.32,0.06,0.790252
0.32,0.07,0.801201
0.32,0.08,0.812228
0.32,0.09,0.823334
0.32,0.1,0.834519
0.32,0.11,0.845784
0.32,0.12,0.857131
0.32,0.13,0.868559
0.32,0.14,0.88007
0.32,0.15,0.891665
0.32,0.16,0.903344
0.32,0.17,0.915108
0.32,0.18,0.926958
0.32,0.19,0.938895
0.32,0.2,0.95092
0.32,0.21,0.963034
0.32,0.22,0.975237
0.32,0.23,0.987531
0.32,0.24,0.999916
0.32,0.25,1.01239
0.32,0.26,1.02496
0.32,0.27,1.03763
0.32,0.28,1.05039
0.32,0.29,1.06325
0.32,0.3,1.0762
0.32,0.31,1.08925
0.32,0.32,1.1024
0.32,0.33,1.10511
0.32,0.34,1.10683
0.32,0.35,1.10756
0.32,0.36,1.10731
0.32,0.37,1.10609
0.32,0.38,1.10389
0.32,0.39,1.10072
0.32,0.4,1.09658
0.32,0.41,1.09149
0.32,0.42,1.08546
0.32,0.43,1.07848
0.32,0.44,1.07058
0.32,0.45,1.06175
0.32,0.46,1.05203
0.32,0.47,1.04141
0.32,0.48,1.02991
0.32,0.49,1.01754
0.32,0.5,1.00433
0.32,0.51,0.990281
0.32,0.52,0.975417
0.32,0.53,0.959755
0.32,0.54,0.943313
0.32,0.55,0.926111
0.32,0.56,0.908169
0.32,0.57,0.889507
0.32,0.58,0.870147
0.32,0.59,0.850112
0.32,0.6,0.829424
0.32,0.61,0.808107
0.32,0.62,0.786185
0.32,0.63,0.763683
0.32,0.64,0.740627
0.32,0.65,0.717041
0.32,0.66,0.692954
0.32,0.67,0.66839
0.32,0.68,0.643379
0.32,0.69,0.617948
0.32,0.7,0.592125
0.32,0.71,0.565938
0.32,0.72,0.539417
0.32,0.73,0.512591
0.32,0.74,0.48549
0.32,0.75,0.458143
0.32,0.76,0.430581
0.32,0.77,0.402834
0.32,0.78,0.374933
0.32,0.79,0.346908
0.32,0.8,0.318791
0.32,0.81,0.290611
0.32,0.82,0.2624
0.32,0.83,0.234189
0.32,0.84,0.206009
0.32,0.85,0.177892
0.32,0.86,0.149867
0.32,0.87,0.121966
0.32,0.88,0.0942187
0.32,0.89,0.0666568
0.32,0.9,0.0393101
0.32,0.91,0.0122089
0.32,0.92,-0.014617
0.32,0.93,-0.0411379
0.32,0.94,-0.0673246
0.32,0.95,-0.0931479
0.32,0.96,-0.118579
0.32,0.97,-0.14359
0.32,0.98,-0.168154
0.32,0.99,-0.192241
0.32,1,-0.215827
0.33,0,0.718924
0.33,0.01,0.729449
0.33,0.02,0.740047
0.33,0.03,0.750718
0.33,0.04,0.761464
0.33,0.05,0.772284
0.33,0.06,0.783179
0.33,0.07,0.794152
0.33,0.08,0.805201
0.33,0.09,0.816328
0.33,0.1,0.827534
0.33,0.11,0.838819
0.33,0.12,0.850184
0.33,0.13,0.861631
0.33,0.14,0.873159
0.33,0.15,0.88477
0.33,0.16,0.896465
0.33,0.17,0.908244
0.33,0.18,0.920108
0.33,0.19,0.932058
0.33,0.2,0.944095
0.33,0.21,0.95622
0.33,0.22,0.968434
0.33,0.23,0.980737
0.33,0.24,0.993131
0.33,0.25,1.00562
0.33,0.26,1.01819
0.33,0.27,1.03086
0.33,0.28,1.04363
0.33,0.29,1.05649
0.33,0.3,1.06945
0.33,0.31,1.0825
0.33,0.32,1.09565
0.33,0.33,1.1089
0.33,0.34,1.11171
0.33,0.35,1.11353
0.33,0.36,1.11436
0.33,0.37,1.11421
0.33,0.38,1.11309
0.33,0.39,1.11099
0.33,0.4,1.10792
0.33,0.41,1.10388
0.33,0.42,1.09889
0.33,0.43,1.09296
0.33,0.44,1.08608
0.33,0.45,1.07828
0.33,0.46,1.06955
0.33,0.47,1.05993
0.33,0.48,1.04941
0.33,0.49,1.03801
0.33,0.5,1.02574
0.33,0.51,1.01263
0.33,0.52,0.998681
0.33,0.53,0.983917
0.33,0.54,0.968355
0.33,0.55,0.952013
0.33,0.56,0.934911
0.33,0.57,0.917069
0.33,0.58,0.898507
0.33,0.59,0.879247
0.33,0.6,0.859312
0.33,0.61,0.838724
0.33,0.62,0.817507
0.33,0.63,0.795685
0.33,0.64,0.773283
0.33,0.65,0.750327
0.33,0.66,0.726841
0.33,0.67,0.702854
0.33,0.68,0.67839
0.33,0.69,0.653479
0.33,0.7,0.628148
0.33,0.71,0.602425
0.33,0.72,0.576338
0.33,0.73,0.549917
0.33,0.74,0.523191
0.33,0.75,0.49619
0.33,0.76,0.468943
0.33,0.77,0.441481
0.33,0.78,0.413834
0.33,0.79,0.386033
0.33,0.8,0.358108
0.33,0.81,0.330091
0.33,0.82,0.302011
0.33,0.83,0.2739
0.33,0.84,0.245789
0.33,0.85,0.217709
0.33,0.86,0.189692
0.33,0.87,0.161767
0.33,0.88,0.133966
0.33,0.89,0.106319
0.33,0.9,0.0788568
0.33,0.91,0.0516101
0.33,0.92,0.0246089
0.33,0.93,-0.00211699
0.33,0.94,-0.0285379
0.33,0.95,-0.0546246
0.33,0.96,-0.0803479
0.33,0.97,-0.105679
0.33,0.98,-0.13059
0.33,0.99,-0.155054
0.33,1,-0.179041
0.34,0,0.71177
0.34,0.01,0.722324
0.34,0.02,0.732949
0.34,0.03,0.743647
0.34,0.04,0.754418
0.34,0.05,0.765264
0.34,0.06,0.776184
0.34,0.07,0.787179
0.34,0.08,0.798252
0.34,0.09,0.809401
0.34,0.1,0.820628
0.34,0.11,0.831934
0.34,0.12,0.843319
0.34,0.13,0.854784
0.34,0.14,0.866331
0.34,0.15,0.877959
0.34,0.16,0.88967
0.34,0.17,0.901465
0.34,0.18,0.913344
0.34,0.19,0.925308
0.34,0.2,0.937358
0.34,0.21,0.949495
0.34,0.22,0.96172
0.34,0.23,0.974034
0.34,0.24,0.986437
0.34,0.25,0.998931
0.34,0.26,1.01152
0.34,0.27,1.02419
0.34,0.28,1.03696
0.34,0.29,1.04983
0.34,0.3,1.06279
0.34,0.31,1.07585
0.34,0.32,1.089
0.34,0.33,1.10225
0.34,0.34,1.1156
0.34,0.35,1.11851
0.34,0.36,1.12043
0.34,0.37,1.12136
0.34,0.38,1.12131
0.34,0.39,1.12029
0.34,0.4,1.11829
0.34,0.41,1.11532
0.34,0.42,1.11138
0.34,0.43,1.10649
0.34,0.44,1.10066
0.34,0.45,1.09388
0.34,0.46,1.08618
0.34,0.47,1.07755
0.34,0.48,1.06803
0.34,0.49,1.05761
0.34,0.5,1.04631
0.34,0.51,1.03414
0.34,0.52,1.02113
0.34,0.53,1.00728
0.34,0.54,0.992617
0.34,0.55,0.977155
0.34,0.56,0.960913
0.34,0.57,0.943911
0.34,0.58,0.926169
0.34,0.59,0.907707
0.34,0.6,0.888547
0.34,0.61,0.868712
0.34,0.62,0.848224
0.34,0.63,0.827107
0.34,0.64,0.805385
0.34,0.65,0.783083
0.34,0.66,0.760227
0.34,0.67,0.736841
0.34,0.68,0.712954
0.34,0.69,0.68859
0.34,0.7,0.663779
0.34,0.71,0.638548
0.34,0.72,0.612925
0.34,0.73,0.586938
0.34,0.74,0.560617
0.34,0.75,0.533991
0.34,0.76,0.50709
0.34,0.77,0.479943
0.34,0.78,0.452581
0.34,0.79,0.425034
0.34,0.8,0.397333
0.34,0.81,0.369508
0.34,0.82,0.341591
0.34,0.83,0.313611
0.34,0.84,0.2856
0.34,0.85,0.257589
0.34,0.86,0.229609
0.34,0.87,0.201692
0.34,0.88,0.173867
0.34,0.89,0.146166
0.34,0.9,0.118619
0.34,0.91,0.0912568
0.34,0.92,0.0641101
0.34,0.93,0.0372089
0.34,0.94,0.010583
0.34,0.95,-0.0157379
0.34,0.96,-0.0417246
0.34,0.97,-0.0673479
0.34,0.98,-0.0925793
0.34,0.99,-0.11739
0.34,1,-0.141754
0.35,0,0.704688
0.35,0.01,0.71527
0.35,0.02,0.725924
0.35,0.03,0.736649
0.35,0.04,0.747447
